Country,Country Code3,Sub-country,Sector,Month,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,,,,,,
China,CHN,Taiwan,total,0,27.990226,30.987576,35.419944,39.884884,39.00013,42.824798,52.150789,56.666512,64.488598,68.42716,76.80054,70.681949,70.893723,75.790307,78.328563,78.943676,92.177931,97.774091,114.32499,124.517692,127.340903,137.876721,146.975509,157.735543,165.933964,174.744991,182.932556,196.56528,207.576667,217.244848,227.667398,231.723101,239.945689,249.434572,259.820286,267.975278,275.572571,278.609291,266.198539,252.56241,270.991947,277.501799,273.301255,274.10653,278.767649,279.088313,284.568685,290.982034,286.016435,277.31806,277.043965,286.803834,277.878588,265.909587,264.005606,,,,,,
China,CHN,Mainland,total,0,648.759395,689.638669,734.3359,764.982774,790.527592,915.512298,981.821799,1110.686974,1254.991853,1264.71885,1299.792348,1270.551978,1322.379718,1389.118957,1504.911404,1539.04272,1626.113086,1753.952605,1890.465374,1962.580897,2015.790037,2111.637707,2269.541684,2526.666003,2613.636931,2892.623461,3008.044226,3037.289444,3050.331633,3096.068498,3250.730464,3400.817946,3696.127692,4223.305278,4782.187331,5546.395352,6161.105919,6758.195882,7152.37133,7512.941082,8218.213735,9136.070066,9359.131835,9426.290238,9318.982911,9217.281455,9282.483381,9493.934421,9819.807964,10114.546213,10189.689756,10661.593376,10633.014601,11201.624586,11233.127349,,,,,,
Cote dIvoire,CIV,-,total,0,2.311755,2.544398,2.826488,2.90468,2.991901,3.250206,3.669477,3.585395,4.114894,3.709346,3.779262,3.348574,3.28932,3.911146,3.481919,3.471462,3.562654,3.451101,3.489115,3.227774,3.005316,3.087714,3.098221,3.270668,3.819588,3.918851,4.595179,5.612482,5.385727,7.347112,6.989875,6.91312,6.727438,5.782941,6.042112,6.457625,6.072121,6.068412,6.815095,6.441842,7.624425,7.263198,9.218358,10.18733,10.885936,11.758347,12.112301,12.810063,13.094265,13.933673,14.008689,17.998321,19.2626,18.740175,19.50425,,,,,,
Cameroon,CMR,-,total,0,0.738929,0.817499,0.872763,0.91492,0.923631,1.161946,1.11277,1.553235,1.644403,1.842828,1.979595,2.070639,2.20212,2.418263,2.381571,2.616553,2.530971,2.51152,2.847655,3.095612,3.021726,2.745214,2.65052,2.791268,2.83149,2.78782,2.613621,2.937586,3.125714,2.914386,3.320517,3.291521,3.44827,3.536317,3.612993,3.511247,3.670156,4.809894,4.845088,5.432724,5.615456,5.543698,5.756666,6.336422,6.918922,6.956219,7.534816,7.792042,8.517936,8.332824,8.965106,9.356978,9.459136,9.522546,9.650267,,,,,,
Democratic Republic of Congo,COD,-,total,0,2.674229,2.872941,2.955763,2.992488,3.125843,3.05583,3.148645,3.133152,3.193321,3.517219,3.473527,3.646651,2.930878,3.851785,3.757915,3.48405,3.239623,3.575584,3.74392,3.539327,3.229751,1.765822,1.497463,1.443811,1.298398,1.266754,1.278812,1.209707,1.334647,1.333206,0.942555,0.82214,0.914953,1.116798,1.254204,1.562198,1.672864,1.825533,1.93036,1.974978,2.120792,2.574079,2.466311,2.817993,3.131249,3.01591,2.385417,2.718146,3.697775,4.126817,4.056685,4.099315,5.77582,5.953727,6.034492,,,,,,
Congo,COG,-,total,0,0.541995,0.569787,0.60171,0.595226,0.59928,0.601841,0.737412,0.630194,0.673164,0.647658,0.708024,0.749243,0.81843,0.808448,0.727788,0.791023,0.718286,0.740513,0.71808,0.736656,0.692472,0.755364,0.686214,0.666294,0.446163,0.565285,0.452044,0.329296,0.375172,0.380702,0.505642,0.636749,0.506813,0.773288,0.861656,0.904118,1.078729,1.152036,1.427609,1.634568,1.884759,2.145827,2.336772,2.684073,2.942521,3.641586,3.623379,3.563852,3.538464,4.213901,4.137104,4.414586,5.161134,4.855936,4.909981,,,,,,
Cook Islands,COK,-,total,0,0.0255,0.022987,0.0258,0.030335,0.035914,0.029641,0.028841,0.031635,0.028299,0.030535,0.03245,0.031827,0.030719,0.035252,0.037445,0.038427,0.035894,0.041774,0.042172,0.043217,0.039092,0.039548,0.034296,0.035424,0.033713,0.032236,0.03339,0.034552,0.036181,0.035474,0.026802,0.031923,0.037786,0.041918,0.043674,0.050448,0.05531,0.067296,0.074777,0.087456,0.10072,0.139009,0.089321,0.075188,0.077092,0.064723,0.070195,0.088201,0.093085,0.070806,0.063728,0.060098,0.056128,0.058808,0.060419,,,,,,
Colombia,COL,-,total,0,29.752682,29.048226,29.919637,31.404344,33.76744,29.726038,31.692375,32.634387,35.326003,35.473982,36.984031,37.69293,38.007493,39.804794,40.452196,41.698309,43.025902,45.467955,46.266711,50.477855,49.069729,50.760315,53.050848,55.868618,56.353279,58.778938,58.534404,62.962318,63.619855,55.891179,58.761516,58.090465,55.831606,55.278403,55.540356,57.082391,56.041302,57.357724,56.843816,60.133935,76.71648,74.820568,79.864462,83.43947,88.059949,88.348562,91.258025,80.013236,85.000384,84.805306,82.941554,90.277966,87.99749,95.9084,98.874614,,,,,,
Comoros,COM,-,total,0,0.065758,0.064437,0.069831,0.072719,0.076645,0.077816,0.073605,0.072749,0.075399,0.086922,0.087369,0.085622,0.071694,0.07965,0.077685,0.077139,0.077675,0.105368,0.109283,0.103002,0.11296,0.126757,0.138398,0.147365,0.142553,0.143584,0.137738,0.138489,0.140128,0.14207,0.152029,0.160162,0.167785,0.176867,0.17375,0.182994,0.185692,0.18648,0.191965,0.190459,0.181681,0.176848,0.172371,0.176183,0.17467,0.199552,0.185001,0.230765,0.246863,0.273154,0.274539,0.287185,0.299045,0.30123,0.306554,,,,,,
Cape Verde,CPV,-,total,0,0.111047,0.107871,0.110495,0.117149,0.124217,0.133716,0.129044,0.125652,0.136869,0.222936,0.232301,0.239506,0.183674,0.214644,0.24427,0.218528,0.234098,0.320367,0.315115,0.434733,0.255791,0.222463,0.237804,0.257012,0.310479,0.363674,0.402262,0.474664,0.465819,0.475251,0.520109,0.585043,0.64522,0.672756,0.661972,0.668287,0.604948,0.61883,0.652364,0.696194,0.734376,0.534321,0.488255,0.444608,0.434236,0.468352,0.493006,0.545969,0.580999,0.656459,0.574264,0.618362,0.628707,0.611702,0.626295,,,,,,
Costa Rica,CRI,-,total,0,1.298381,1.416528,1.60142,1.812315,1.778501,1.962179,2.048128,2.553966,2.777872,2.793276,2.542275,2.3357,1.978491,1.994564,2.170729,2.278145,2.476527,2.608224,2.692952,3.062669,3.0325,3.239461,4.318086,4.397924,5.069018,5.005372,4.676197,4.6984,5.243124,5.258623,5.151352,5.530389,5.670265,5.789501,6.0632,6.497456,6.655192,7.776638,7.574352,7.309109,7.053839,7.329439,7.347047,7.673592,7.728366,7.49305,7.917653,8.090412,8.071046,7.880426,6.886299,7.764277,7.91792,8.385415,8.678355,,,,,,
Cuba,CUB,-,total,0,27.585416,21.238015,21.116561,22.585304,24.653112,25.47582,26.706268,29.161055,31.431982,31.348292,32.278599,32.420271,32.448955,34.992337,37.018201,33.889717,34.593051,36.601655,38.544012,39.763003,35.845117,27.740455,22.385566,20.191441,21.708003,23.24618,25.234541,27.301549,26.972118,27.902955,28.230105,27.172783,25.904365,25.154274,24.905664,25.794759,26.460152,27.250156,26.354936,26.657153,27.98497,27.490672,28.577741,28.64733,26.608033,29.149574,27.076843,26.302832,26.608563,22.136152,18.533997,21.522282,19.521062,20.721612,21.637828,,,,,,
Curacao,CUW,-,total,0,14.758803,14.315237,13.918464,15.404362,13.928154,10.054943,10.693672,10.83336,9.132416,8.963832,8.459868,7.848155,7.122021,6.668753,6.547732,4.354053,4.155684,3.825134,3.358727,2.852786,2.546039,2.644163,2.722746,2.19036,2.473806,2.475343,2.498035,5.169545,5.344485,5.308649,5.524995,5.514829,5.286657,5.303189,5.498537,5.770167,5.641844,6.112708,6.050595,5.739871,4.167628,5.385448,5.50277,5.042568,5.563642,5.633747,4.877961,3.933158,3.163556,2.449483,2.049626,2.191522,2.261754,2.370519,2.462135,,,,,,
Cayman Islands,CYM,-,total,0,0.180309,0.204328,0.266426,0.29122,0.249914,0.291093,0.249748,0.286276,0.320504,0.320483,0.305918,0.343419,0.312978,0.280068,0.309632,0.305356,0.308262,0.342799,0.393969,0.417776,1.038678,0.739545,0.837015,0.830179,0.826392,0.81374,0.863357,1.027446,1.068214,1.114256,1.21946,1.12559,0.535576,0.668394,0.668862,0.654748,0.701492,0.780086,0.772859,0.82455,0.769677,0.926201,1.022164,1.020209,1.04412,1.029223,1.234191,0.601592,0.62449,0.640694,0.597547,0.61346,0.647549,0.679238,0.705586,,,,,,
Cyprus,CYP,-,total,0,1.647654,1.876601,2.352214,2.470025,1.880679,1.913316,2.363202,2.558717,2.692787,2.899194,3.114874,2.956841,3.013913,3.012678,3.094482,3.038646,3.391752,3.944718,4.008245,4.243874,4.381274,4.935796,5.247876,5.422708,5.613185,5.501192,5.79369,5.87986,6.343575,6.582586,6.912085,6.782545,6.96621,7.722778,7.633662,7.821964,7.876848,8.220478,8.416938,8.180395,7.861167,7.55994,6.999358,6.017844,6.1348,6.290625,6.751446,6.950198,6.881972,6.996077,6.443301,6.592456,6.807046,6.79643,6.907256,,,,,,
Czech Republic,CZE,-,total,0,158.084423,156.568837,156.385865,153.574618,152.019418,158.831445,163.94014,174.399083,170.227115,180.596726,174.101215,174.646716,178.007125,179.032723,181.81651,181.863353,182.339879,182.686097,179.924157,172.777687,158.025776,144.267859,139.875041,134.540063,126.745697,125.40284,128.852296,129.285257,122.958349,115.123887,127.447625,127.672534,123.160983,126.996921,126.457047,125.60049,124.996819,127.26256,120.635352,113.823865,115.511733,112.392438,108.129748,104.837998,101.13228,104.012821,105.506331,105.686666,104.391799,98.954277,89.958208,94.669023,93.468486,83.958503,75.958828,,,,,,
Germany,DEU,-,total,0,995.287466,994.45823,1020.410596,1071.8094,1045.038867,994.417115,1051.184982,1035.70439,1072.307965,1120.460453,1069.016917,1035.090017,992.635798,994.033882,1015.57811,1019.968386,1023.070285,1012.847007,1005.965366,981.310225,965.364251,941.303626,902.075067,898.075996,885.490162,882.247165,907.37873,880.524571,873.295859,842.121911,835.170835,854.793521,838.721853,842.832475,828.178769,808.09201,824.607995,789.351316,796.422022,742.964407,780.948418,753.334997,767.116117,784.581947,744.412609,752.601166,761.138297,743.19842,722.52076,673.350535,619.702889,645.881467,639.252439,576.164202,574.314201,,,,,,
Djibouti,DJI,-,total,0,0.299249,0.298827,0.322072,0.3295,0.349387,0.348452,0.385785,0.362281,0.376025,0.410955,0.477884,0.499352,0.440741,0.461041,0.475545,0.497652,0.513914,0.656622,0.657596,0.5577,0.659779,0.905403,0.857858,0.898807,0.894157,0.892172,0.853524,0.852866,0.878046,0.99202,1.026395,1.169746,1.165407,1.2753,1.284982,1.321823,1.295596,1.291586,1.289486,1.242082,1.282864,1.274485,1.457163,1.410153,1.417958,1.457521,1.519183,1.551888,1.553041,1.713669,1.666129,1.8671,2.039823,2.043169,2.071779,,,,,,
Dominica,DMA,-,total,0,0.020148,0.022114,0.026747,0.025594,0.022011,0.02786,0.02517,0.034848,0.034177,0.03087,0.029859,0.026639,0.023218,0.021571,0.033297,0.028557,0.035331,0.037033,0.043136,0.045029,0.111548,0.080484,0.079261,0.078939,0.078288,0.076227,0.099838,0.100304,0.09882,0.101257,0.083448,0.075468,0.04183,0.062153,0.061869,0.06595,0.06674,0.073986,0.073547,0.09026,0.090517,0.10533,0.115727,0.120006,0.123624,0.122208,0.124005,0.061407,0.065479,0.066989,0.060152,0.061525,0.06415,0.067269,0.069884,,,,,,
Denmark,DNK,-,total,0,60.542938,57.105046,58.32137,57.135465,50.793076,53.288998,58.918417,60.508276,60.238567,63.601827,63.300814,53.098294,55.273355,51.923439,53.55539,61.336304,61.729629,60.358804,56.604862,50.907963,51.593457,61.879813,56.138689,58.65395,62.648499,59.603386,72.772447,63.238284,59.451723,56.129514,52.204145,53.831185,53.539076,58.857213,53.390081,50.012977,58.142286,53.293478,50.24543,48.098916,48.505209,43.285584,38.364659,40.020234,36.157289,34.159021,35.834816,33.713345,33.644982,29.724208,27.286261,29.171361,28.044257,26.539773,26.030568,,,,,,
Dominican Republic,DOM,-,total,0,3.213442,3.920317,5.068363,5.033407,5.405082,5.58648,5.732949,6.206351,6.365119,6.697926,6.999029,6.641444,6.439914,7.511633,7.865029,6.903366,7.782285,8.787315,9.144382,9.743573,8.090389,8.493028,9.901123,9.756608,11.359189,12.093988,13.002811,14.790518,16.508445,17.654875,18.494743,18.810334,20.563893,18.465148,17.024078,18.41224,20.068353,20.371729,20.284061,19.377527,20.441004,20.681116,21.445074,21.055519,21.153318,23.313997,24.337275,23.399564,25.151188,28.002566,26.338688,29.133645,31.373834,33.000357,34.401305,,,,,,
Algeria,DZA,-,total,0,8.772068,9.034403,10.378118,11.803182,12.444576,14.408052,17.119287,19.162354,23.776436,30.157773,31.168572,35.984525,42.420659,46.513776,45.705371,47.314087,53.165617,53.581433,56.010808,55.755822,56.892043,60.586141,60.878537,62.756399,60.4486,61.731143,61.107032,62.683731,64.769751,68.023676,69.083469,70.675871,76.171919,79.948983,82.63129,87.92464,92.366563,97.176539,101.305098,105.769544,106.942693,114.508594,124.431893,127.738752,135.829334,143.452826,142.216448,145.876378,152.949189,158.717085,149.763356,160.904386,169.057763,163.43806,160.102407,,,,,,
Ecuador,ECU,-,total,0,3.521538,3.51769,3.612297,4.032267,5.288683,5.958011,6.840714,8.01935,9.232743,9.858341,10.691433,11.894391,11.788276,11.279084,11.491759,12.067997,12.35372,12.172844,12.849449,12.604059,13.864874,14.483259,15.292372,14.444209,15.324068,17.224996,19.817689,20.920679,20.718553,18.172207,19.381275,20.772675,20.954889,21.331519,23.118682,25.039854,27.200107,27.646598,28.740912,31.12995,33.473515,35.398958,37.000882,40.172354,41.941509,35.58336,39.566592,36.837715,40.348602,39.841639,34.168586,38.220899,41.317823,43.843056,45.206405,,,,,,
Egypt,EGY,-,total,0,20.716918,22.861556,25.249663,23.253079,25.658212,28.034764,32.109304,34.158268,34.944237,38.310906,42.439943,48.579795,52.800026,59.722517,65.759259,67.890239,70.588324,77.384917,79.427842,85.343417,88.603077,89.740034,92.930353,94.111017,88.893466,94.755341,99.849576,107.332193,113.376594,119.269667,117.64181,131.032103,134.106516,137.753621,149.396248,169.419417,179.013043,193.508109,200.07726,207.732608,208.794272,215.038075,228.754669,224.887336,229.446294,237.52308,246.696941,266.946476,248.665509,227.559256,233.476714,246.612627,243.461882,242.642846,251.245027,,,,,,
Eritrea,ERI,-,total,0,0.359591,0.325884,0.307854,0.312276,0.30765,0.288869,0.280812,0.231486,0.240964,0.273436,0.291641,0.327654,0.310162,0.316883,0.312894,0.321083,0.278174,0.287426,0.294337,0.301845,0.322523,0.375345,0.432722,0.638205,0.737133,0.803898,0.87644,0.832719,0.616639,0.651197,0.638323,0.69721,0.684233,0.695245,0.708862,0.595609,0.534472,0.52208,0.455069,0.474742,0.508648,0.626946,0.669831,0.632001,0.632834,0.606715,0.61735,0.619968,0.675859,0.692708,0.6892,0.731708,0.772645,0.77301,0.785234,,,,,,
Spain,ESP,-,total,0,114.144397,121.168413,127.695205,144.481085,155.759401,160.89677,178.604924,172.062696,175.265508,185.124653,196.29707,200.543767,195.700493,198.773716,187.455465,187.467316,187.938618,188.601976,191.100347,210.263515,214.143929,222.158272,231.585087,217.648125,230.271772,241.039072,231.036463,249.56196,257.316408,279.303288,294.459048,297.726066,315.468121,322.159607,339.970989,356.546744,351.90864,361.003854,331.258053,292.082814,277.507168,278.683095,271.620722,245.992679,243.151663,258.760058,250.410559,267.406519,262.534317,246.087227,206.175693,224.008487,229.592642,216.743258,221.837614,,,,,,
Estonia,EST,-,total,0,12.605049,14.137265,15.779132,17.051164,17.456613,19.816852,19.76492,21.241826,21.516343,23.176665,23.305551,24.86253,24.897015,25.4783,25.697529,26.251101,27.105133,27.41424,28.301743,28.881427,26.916529,24.804756,17.754016,14.135345,14.344195,12.793132,13.482467,13.162452,12.041023,11.389351,10.952437,11.229305,11.018903,12.421327,12.48316,12.811317,12.329831,15.321994,13.332451,10.736235,14.136129,14.848725,13.408832,15.714949,14.881709,11.76428,13.28248,14.429008,17.335705,10.669919,7.422151,8.853787,10.652158,10.08088,9.928443,,,,,,
Ethiopia,ETH,-,total,0,1.370871,1.265086,1.154285,1.200749,1.223644,1.105784,1.123791,1.099547,1.196372,1.238818,1.265491,1.394568,1.269629,1.402577,1.340247,1.383416,1.728417,2.031466,2.141574,2.091445,2.329061,2.279152,1.787688,2.280543,2.673719,3.067565,3.420469,3.647832,3.835043,3.743444,4.238014,5.183265,5.368786,5.928503,6.322776,6.06518,6.499476,7.087053,7.615994,7.546302,7.176258,7.552509,9.027601,10.114322,11.487629,13.443737,14.174589,14.77776,15.277469,16.128718,15.704553,16.739137,15.807654,16.063243,16.331083,,,,,,
Finland,FIN,-,total,0,40.268586,40.282203,44.091506,48.45535,44.847628,44.866021,50.927757,50.506612,55.042047,54.557917,55.274479,46.078225,44.627369,43.173639,44.413793,48.692271,48.921471,52.675771,52.041366,52.228801,54.874096,55.489713,52.644709,53.89106,60.386223,56.544539,63.63478,61.447205,57.728535,56.943932,55.518249,61.442701,63.738832,72.071838,67.956469,55.866492,67.365264,65.375771,57.009638,54.468746,62.72163,55.354118,49.641886,50.368253,46.341368,43.033962,45.927531,43.413276,44.692857,41.495562,36.83371,36.82577,34.713611,30.438358,28.768498,,,,,,
Fiji,FJI,-,total,0,0.458392,0.417376,0.423487,0.522807,0.629976,0.537363,0.519489,0.56734,0.518252,0.592717,0.59556,0.593144,0.583882,0.626114,0.641885,0.627199,0.646396,0.580209,0.552657,0.615153,0.680556,0.624266,0.577735,0.602275,0.683237,0.647714,0.672017,0.632762,0.672155,0.671598,0.693984,0.742533,0.827655,0.905999,0.911262,1.029462,0.968375,0.996282,0.925417,0.964859,0.980189,1.008066,0.89659,0.885557,0.931828,1.056167,1.02574,0.985657,1.106346,1.091808,1.047184,0.992319,0.950739,0.986846,1.016508,,,,,,
Falkland Islands,FLK,-,total,0,0.036669,0.041121,0.051769,0.047674,0.039881,0.049241,0.040496,0.043402,0.040733,0.037704,0.036103,0.033718,0.03058,0.026704,0.028253,0.027929,0.027987,0.029638,0.031341,0.03311,0.082626,0.151831,0.151065,0.149954,0.14825,0.145203,0.142352,0.142748,0.137899,0.143801,0.125837,0.116676,0.048563,0.058279,0.059429,0.057414,0.058299,0.059241,0.058538,0.057489,0.054062,0.072272,0.080353,0.084016,0.085767,0.083633,0.08368,0.034729,0.035753,0.036079,0.034439,0.035112,0.036777,0.037151,0.038637,,,,,,
France,FRA,-,total,0,409.966391,426.4359,443.978154,480.401256,463.949525,430.412204,469.334082,454.620445,478.997843,486.479492,467.362068,419.720144,402.445148,385.479546,372.525796,365.116275,355.031076,351.153179,347.102108,363.017282,359.658269,385.129303,372.084555,353.866756,348.882393,356.196469,370.957853,362.773234,383.700539,380.370634,379.282304,382.636864,376.252956,382.380136,383.557625,386.703985,377.7325,368.383184,363.67223,348.666823,351.896259,332.856582,335.511886,336.78688,303.984969,309.357285,312.317675,316.395302,307.673331,301.519752,271.122293,311.982944,302.972473,280.765356,276.278717,,,,,,
Gabon,GAB,-,total,0,0.478346,0.473962,0.470999,0.60758,0.59029,0.789585,1.199583,1.482417,1.743466,1.402234,1.376821,1.747655,1.902781,1.921208,1.799706,1.894775,1.659132,1.401359,1.544395,1.221132,1.006648,1.16901,1.206652,1.307916,1.263922,1.437413,1.554315,1.669449,1.761169,1.65593,1.62137,1.650678,1.575786,1.585855,1.625634,1.923868,1.97785,2.097618,2.168549,2.274518,2.834001,3.161533,3.284935,3.406534,3.383979,3.403779,3.681337,2.899416,2.885962,2.952329,2.743937,2.860886,2.951229,2.860702,2.88628,,,,,,
United Kingdom,GBR,-,total,0,609.576217,613.074694,598.792642,630.607735,593.590685,573.891743,578.940632,590.031366,596.377889,633.034975,581.057022,568.979136,554.433316,548.675727,533.102953,559.687564,575.34332,580.68379,580.813584,563.624526,567.331029,577.734484,562.009031,546.35626,541.149762,540.009002,559.966147,538.108031,537.650536,537.050285,544.870106,558.912987,548.75692,561.644311,554.584647,552.933814,552.822274,542.655989,531.405697,482.3178,501.14721,458.436587,479.70196,466.637916,426.353227,411.278214,388.408038,376.873897,370.685703,356.819584,316.907204,336.12939,325.040586,308.518485,304.021359,,,,,,
Georgia,GEO,-,total,0,29.355245,29.886877,30.543255,31.784325,33.013848,36.457865,36.492644,36.767232,37.042752,37.331939,38.419847,38.93605,39.113571,38.785587,38.596365,38.374486,38.136148,38.369,37.895964,37.083832,30.922429,24.507142,21.018941,16.823542,10.85307,8.656534,6.762276,5.786224,5.198657,4.805049,5.072162,3.675789,3.088161,3.288903,3.521576,4.421066,4.983066,5.958479,5.04538,5.950159,5.669645,6.971678,7.58138,7.785817,8.281198,9.034763,9.637185,9.80454,9.643462,10.78587,10.562685,11.458398,12.286296,12.573132,12.435666,,,,,,
Ghana,GHA,-,total,0,1.91597,2.012088,2.069082,2.146238,2.266456,2.425927,2.31915,2.606531,2.596104,2.22836,2.229378,2.715557,2.367262,1.601653,1.857559,2.198462,2.257801,2.378825,2.546391,2.834455,2.794127,2.575364,3.132572,3.25927,3.543758,3.776888,4.160245,4.372904,6.10762,6.5999,5.787186,6.222915,7.406583,7.132923,6.637392,7.003146,8.332277,8.960398,8.463046,9.857836,11.095999,11.650875,12.627485,13.107343,13.627189,14.018414,14.707967,15.838961,17.512694,19.694093,20.979761,22.101434,21.796878,20.614639,21.513103,,,,,,
Gibraltar,GIB,-,total,0,0.083019,0.068781,0.059334,0.059348,0.059295,0.062429,0.062344,0.059249,0.056109,0.078052,0.093656,0.087459,0.096801,0.087349,0.084196,0.090516,0.115596,0.128289,0.144104,0.137733,0.144059,0.203583,0.241332,0.244427,0.288341,0.282061,0.288296,0.297756,0.313451,0.326005,0.341655,0.351115,0.357349,0.363584,0.395104,0.407573,0.426363,0.423177,0.432461,0.473311,0.476451,0.460756,0.470131,0.501475,0.539184,0.589232,0.614608,0.652408,0.690208,0.725057,0.650308,0.654981,0.648274,0.66067,0.665625,,,,,,
Guinea,GIN,-,total,0,0.87554,0.882926,0.944259,0.985882,1.099204,1.116536,1.054733,0.957387,0.975951,1.125895,1.07846,1.064164,0.801349,0.856298,0.804479,0.853505,0.870265,1.477786,1.352236,1.235196,1.226309,1.291552,1.321421,1.424242,1.637869,1.683745,1.714986,1.77952,1.892383,2.014965,2.031548,2.155668,2.245628,2.320264,2.340356,2.393913,2.506258,2.55702,2.602873,2.473152,2.445486,2.62129,2.509644,2.288947,2.421519,3.009373,3.182556,3.879395,4.270677,4.673154,4.978433,5.650845,5.896976,5.717747,5.710942,,,,,,
Guadeloupe,GLP,-,total,0,0.89683,0.994996,1.245005,1.150302,1.017649,1.334612,1.154427,1.36527,1.283118,1.332611,1.276377,1.164924,1.058363,0.903715,0.984857,1.029244,1.053012,1.112414,1.151715,1.217884,2.956665,3.649186,3.625172,3.795226,3.984353,4.085954,4.440942,4.471605,4.907034,5.128014,5.643877,6.269981,2.563361,3.368102,3.475938,3.375685,3.515679,3.571551,3.770976,3.62927,3.381541,2.881068,2.90648,2.631354,2.198264,2.491905,2.653283,2.927181,2.212231,2.303064,2.169159,2.245019,2.520678,2.713904,2.851107,,,,,,
Gambia,GMB,-,total,0,0.05131,0.049557,0.055324,0.06026,0.066025,0.071161,0.07675,0.077751,0.082859,0.088218,0.091791,0.092225,0.083294,0.100835,0.103804,0.100539,0.100869,0.136711,0.156501,0.143518,0.188332,0.175961,0.184991,0.192816,0.196879,0.19439,0.195503,0.223446,0.232757,0.244153,0.247645,0.279799,0.30411,0.329243,0.328511,0.320479,0.380463,0.378955,0.38347,0.392095,0.378511,0.330474,0.324054,0.325718,0.322235,0.368269,0.380022,0.413195,0.453212,0.510322,0.503917,0.541704,0.569407,0.551635,0.565763,,,,,,
Guinea-Bissau,GNB,-,total,0,0.046058,0.045523,0.052474,0.055186,0.059698,0.064438,0.072604,0.069952,0.073375,0.080549,0.076042,0.081843,0.072837,0.075432,0.080245,0.078912,0.077686,0.087937,0.101234,0.107021,0.128429,0.168184,0.170009,0.176485,0.181388,0.183541,0.195454,0.203481,0.172356,0.175997,0.177877,0.186232,0.193415,0.204007,0.189987,0.194622,0.197932,0.196085,0.212687,0.213908,0.208187,0.198331,0.189503,0.189722,0.20455,0.227208,0.229218,0.26277,0.276921,0.300974,0.291672,0.309231,0.32768,0.317527,0.326245,,,,,,
Equatorial Guinea,GNQ,-,total,0,0.035709,0.04036,0.046561,0.0279,0.034159,0.037171,0.03726,0.03726,0.071861,0.068849,0.062679,0.081427,0.062473,0.040655,0.043667,0.040802,0.046915,0.049954,0.056214,0.075167,0.068582,0.071521,0.071521,0.074486,0.080688,0.086812,0.118566,0.181919,0.218038,0.25582,0.369356,0.417119,0.694746,0.770888,3.333383,3.404515,3.453579,4.174292,3.82422,2.967684,3.117229,3.25108,3.571313,3.664487,3.693801,3.520916,3.750179,3.555781,3.320092,3.28261,3.004994,3.166746,3.388907,3.051872,3.094844,,,,,,
Greece,GRC,-,total,0,24.660126,27.095304,31.267827,36.219287,35.136658,37.337759,42.251603,44.389559,46.863628,49.386934,49.91548,49.677752,50.749883,54.405483,55.998542,59.631093,59.448809,64.594156,68.576367,73.293298,74.813094,74.361903,75.910058,76.447728,78.150343,79.928528,81.492751,85.291,89.492604,88.586751,93.617575,95.563807,95.716536,98.675984,99.180121,100.427029,100.711723,104.301251,98.424245,93.927083,86.634842,84.560713,79.891912,71.26761,68.564872,66.742106,64.225701,66.383854,64.630279,59.086355,50.741804,52.544321,53.673741,50.39482,51.926166,,,,,,
Grenada,GRD,-,total,0,0.037853,0.034703,0.038072,0.03677,0.032891,0.064065,0.056069,0.060163,0.054512,0.051865,0.049357,0.051502,0.068234,0.061184,0.07958,0.075889,0.081176,0.10552,0.112341,0.120929,0.266397,0.116231,0.1127,0.110803,0.184869,0.182152,0.179993,0.164983,0.160576,0.1647,0.160419,0.23582,0.114014,0.160703,0.16152,0.159428,0.200129,0.204949,0.202952,0.200291,0.190146,0.236855,0.261199,0.272288,0.280433,0.278168,0.281012,0.136616,0.144463,0.146646,0.133949,0.136793,0.143377,0.150344,0.156187,,,,,,
Greenland,GRL,-,total,0,0.732277,0.785166,0.165252,0.305188,0.270314,0.355207,0.429533,0.530159,0.474169,1.353995,0.962435,0.932023,0.527697,0.47437,0.932404,0.412369,0.44287,0.499783,0.544041,0.503374,0.499489,0.574663,0.628929,0.448341,0.371418,0.389729,0.400039,0.400084,0.430736,0.452566,0.392795,0.473627,0.40888,0.678764,0.437029,0.452668,0.449514,0.474532,0.48395,0.42141,0.515121,0.555699,0.418031,0.405668,0.371418,0.406668,0.403375,0.386776,0.38044,0.399181,0.398894,0.420557,0.454883,0.462081,0.469295,,,,,,
Guatemala,GTM,-,total,0,2.250882,2.367707,2.614805,2.775692,2.861002,3.204388,3.117877,3.591586,4.011722,4.504586,4.498011,3.884044,3.436268,2.953781,3.283594,3.413347,2.6218,3.376378,3.294153,3.847152,4.571433,4.694502,5.591496,5.916008,6.262619,6.986162,7.122644,7.561342,9.570514,9.482239,10.894788,11.355338,12.090365,12.146749,12.35775,13.249681,13.323924,14.369325,13.017363,13.645865,13.279796,13.49148,14.113972,15.390972,16.421764,19.65947,20.917823,20.267878,21.672002,22.72991,20.20355,23.451579,22.029217,23.418273,23.696142,,,,,,
