Country,Country Code3,Sub-country,Sector,Month,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,,,,,,
Mozambique,MOZ,-,total,0,3.463197,3.119843,2.871578,3.066311,2.884209,2.481503,2.503177,2.441817,2.12871,2.038153,2.458905,2.147568,2.046608,1.951439,1.720859,1.606552,1.498974,1.498128,1.508083,1.48758,1.118731,0.940166,1.091407,1.279226,1.096153,1.171577,1.183391,1.315054,1.268109,1.261044,1.460846,1.443957,1.643168,1.988023,1.983164,1.775421,1.944678,2.318819,2.294423,2.526444,2.726336,3.351217,3.715554,4.242033,4.911115,5.689384,7.596121,7.550486,7.196517,7.912503,7.364877,8.461969,9.304566,9.387944,9.14948,,,,,,
Mauritania,MRT,-,total,0,0.53617,0.542168,0.548562,0.513994,0.564112,0.557386,0.635888,0.65815,0.670463,0.707715,0.728578,0.774992,0.856509,0.912163,0.755017,0.76829,0.805127,2.130115,2.058343,1.866033,1.008155,1.04531,1.092054,1.117797,1.321864,1.243838,1.285821,1.272208,1.298639,1.359317,1.338585,1.526038,1.67245,1.604833,1.826355,1.690959,1.814315,2.105678,2.016909,2.485316,2.669187,2.709522,2.980668,2.904767,3.348524,3.985591,3.656444,3.949129,4.337654,4.433668,4.727162,4.890119,5.008043,4.876737,5.027346,,,,,,
Montserrat,MSR,-,total,0,0.024596,0.027483,0.034425,0.031765,0.026606,0.032984,0.027376,0.029366,0.027711,0.025856,0.024799,0.023226,0.021054,0.018468,0.019896,0.019151,0.019726,0.020869,0.022272,0.023585,0.055317,0.10068,0.100174,0.099554,0.098511,0.096434,0.094502,0.094963,0.091838,0.095617,0.082596,0.076829,0.032274,0.038624,0.039436,0.038222,0.038729,0.039543,0.038871,0.038315,0.035892,0.047552,0.052782,0.05518,0.05636,0.054928,0.054995,0.02303,0.023932,0.024161,0.023008,0.023497,0.024616,0.025813,0.026816,,,,,,
Martinique,MTQ,-,total,0,0.723225,0.815157,1.025558,1.020234,0.9572,1.170857,1.027075,1.153682,1.189871,1.185425,1.236753,1.151941,1.065885,0.949702,0.973526,0.953015,0.974666,1.02949,1.16541,1.251741,2.805873,3.084623,3.252159,3.591376,3.552201,3.665896,3.772737,4.148412,4.310995,4.487078,3.843312,3.589428,1.573459,1.832352,1.865589,1.809679,1.84024,2.018758,1.957296,1.930942,1.820032,1.856,1.825568,1.65168,1.452171,1.630961,1.717032,1.873956,1.459497,1.540862,1.496859,1.532584,1.699517,1.814053,1.899991,,,,,,
Mauritius,MUS,-,total,0,0.23646,0.258545,0.286826,0.324206,0.392938,0.417922,0.483499,0.558081,0.59822,0.601132,0.566889,0.573481,0.52661,0.601126,0.642075,0.658642,0.753768,0.797997,0.891597,1.002548,1.151904,1.238887,1.309334,1.454613,1.499414,1.535941,1.597995,1.608808,1.774421,2.177172,2.408252,2.540639,2.586851,2.721807,2.743915,2.931776,3.269325,3.356871,3.425052,3.383468,3.618293,3.59678,3.681348,3.772944,3.902438,3.914393,3.987755,4.134569,4.092663,4.145699,3.69057,3.937423,4.000013,4.162723,4.239755,,,,,,
Malawi,MWI,-,total,0,0.475728,0.49592,0.570805,0.575114,0.621272,0.703789,0.620522,0.619573,0.678504,0.790378,0.759188,0.706341,0.548816,0.586126,0.579964,0.573346,0.583423,0.800064,0.809152,0.897291,0.890622,1.020192,1.010308,1.064423,1.037021,1.141272,1.146026,1.179328,1.256981,1.299323,1.244966,1.125133,1.059627,1.184675,1.169737,1.215461,1.302121,1.40478,1.499866,1.696345,1.659887,1.717134,1.629574,1.622017,1.698115,1.862876,1.711879,2.036192,2.272521,2.407365,2.500752,2.678785,2.799774,2.823886,2.870085,,,,,,
Malaysia,MYS,-,total,0,14.036125,26.241561,13.295448,13.775857,16.030647,17.064209,18.687586,18.570198,20.844162,23.162017,25.162879,27.135611,28.499471,31.190086,32.33772,35.21026,34.976878,36.238565,38.515079,45.319218,53.849473,65.888681,69.598934,75.398728,81.598367,88.914314,101.929753,108.70765,107.847292,116.964903,127.100791,134.10022,140.428719,148.664062,161.579193,174.200009,181.01996,198.360719,210.752267,188.80382,208.007752,209.362151,210.952542,228.239619,241.641691,241.760173,235.365547,225.876381,243.287893,246.042634,241.888344,242.626669,258.775796,261.683519,272.967791,,,,,,
Namibia,NAM,-,total,0,1.384848,1.322713,1.335719,1.428268,1.537648,1.585457,1.41474,1.641556,1.448157,1.662523,1.404333,1.212261,1.150986,1.171383,1.051396,1.111165,0.773623,1.059639,1.296181,1.660698,0.57568,1.090183,1.191335,1.380176,1.605585,1.739394,1.887066,1.934495,2.018946,1.974336,1.900581,2.465882,2.209623,2.337888,2.486966,2.689766,2.705034,2.797064,3.145763,3.16185,2.746898,2.673647,2.811336,2.949035,3.101797,3.420916,3.699251,3.555401,3.578385,3.685632,3.399928,3.566195,3.443797,3.539901,3.573544,,,,,,
New Caledonia,NCL,-,total,0,1.101464,0.898304,0.853348,1.104732,1.421024,1.1218,1.093288,1.16447,1.084527,1.148362,1.227297,1.20632,1.149527,1.246559,1.308744,1.335835,1.255129,1.266834,1.260319,1.323471,1.19697,1.373672,1.265064,1.348539,1.310026,1.265948,1.291786,1.253352,1.26343,1.28585,1.523155,1.593784,1.711289,1.896256,1.952559,1.976352,1.967989,2.028728,2.464912,2.698062,3.34688,3.754743,3.521511,3.545924,3.909062,4.250384,4.713154,4.903422,5.19537,5.229724,5.347866,5.017992,4.684797,4.865049,5.001136,,,,,,
Niger,NER,-,total,0,0.195963,0.208539,0.226685,0.30314,0.24456,0.282655,0.314786,0.352325,0.38497,0.413492,0.510815,0.594733,0.625759,0.689835,0.575661,0.592447,0.777241,0.771133,0.77898,0.805048,0.570656,0.541567,0.510656,0.5797,0.555523,0.53514,0.617982,0.620504,0.672494,0.658291,0.676388,0.680397,0.710982,0.774751,0.807664,0.77534,0.768112,0.827003,0.874404,1.089455,1.367474,1.413576,1.899342,1.780948,1.961954,2.006807,2.004157,1.827354,1.994193,2.333483,2.359573,2.801199,3.180586,3.088473,3.13748,,,,,,
Nigeria,NGA,-,total,0,5.318756,6.0771,7.456209,9.080678,9.839363,11.537851,14.481142,17.648579,21.227444,22.033239,26.581715,30.153784,34.720383,35.856033,32.792745,34.374993,33.871484,34.073725,35.450702,35.966352,30.875433,35.788478,42.539892,39.06229,32.939909,35.191861,38.784073,43.873375,40.18925,44.538994,46.3678,51.338589,52.458723,56.830739,56.945074,59.636089,55.059737,52.514606,60.991141,51.9811,64.649381,76.153816,82.811002,95.576322,105.932059,102.296284,108.621816,98.259286,104.300075,108.809467,103.151288,113.97069,113.169897,110.261335,115.150338,,,,,,
Nicaragua,NIC,-,total,0,1.542384,1.543787,1.582438,1.76443,1.960713,1.943697,2.244334,2.731639,2.462858,1.608781,1.878868,1.964809,1.912312,1.999838,1.828206,1.84004,2.168732,2.255055,1.9625,1.667307,1.939575,1.941325,2.259138,2.220476,2.5452,2.678156,2.846192,3.070995,3.593131,3.614314,3.881195,4.036978,4.185603,4.724252,4.61335,4.424531,4.64398,4.788623,4.591957,4.491631,4.620721,4.885289,4.785314,4.592246,4.868645,5.442509,5.537792,5.565927,5.128795,5.222467,4.560969,5.030384,5.136995,5.435606,5.639212,,,,,,
Netherlands,NLD,-,total,0,130.524465,133.199758,149.288235,155.860097,148.038158,139.55041,148.472901,146.579426,151.080796,161.504985,152.821989,150.147754,140.330506,137.432871,142.496884,145.75178,148.535537,152.523939,150.612267,153.133219,156.61836,163.329353,161.927916,165.988536,165.220241,171.929318,182.661645,174.751305,174.993781,169.800968,170.426454,175.542004,175.614062,178.348157,180.21054,175.957568,172.73059,172.661148,173.379171,168.354598,179.88907,166.467424,164.551656,163.213701,154.996484,162.555122,164.275809,161.338815,157.668409,153.050199,136.880271,140.206831,126.620663,117.250706,116.066578,,,,,,
Norway,NOR,-,total,0,25.627347,24.694257,25.066764,24.838881,24.049328,24.991767,26.382138,27.517499,28.032137,29.710542,28.21776,26.316442,25.183266,25.282401,25.868105,27.291204,30.877271,28.557136,28.67691,28.031119,28.3954,26.842233,30.070801,31.846317,33.507458,32.766041,33.617618,35.587225,37.291164,39.045536,33.210968,34.244963,33.882432,36.465039,36.930714,35.912196,36.625643,37.5313,38.809223,38.484132,41.056101,39.952802,39.444173,40.310332,40.500766,41.337862,40.604677,40.56578,40.024306,38.876923,37.425966,37.503485,36.897764,36.246827,35.116666,,,,,,
Nepal,NPL,-,total,0,0.15132,0.18756,0.255871,0.388245,0.390801,0.319878,0.258817,0.309465,0.300007,0.459945,0.521406,0.448444,0.506517,0.731702,0.793866,0.552036,0.772239,0.81534,0.847551,0.721459,0.930188,1.173022,1.24427,1.422776,1.362849,1.905523,1.96288,2.169314,2.30494,3.100882,3.198691,3.437678,2.770171,3.001577,2.787173,3.159773,2.600186,2.677361,2.951844,4.018343,4.779058,5.510811,6.465026,6.592402,7.743913,7.93151,11.62369,14.506687,16.258183,15.104442,17.649739,18.622177,15.764512,16.34006,16.817155,,,,,,
New Zealand,NZL,-,total,0,15.055249,14.655456,16.719707,18.170692,18.948804,17.592496,19.439272,20.019929,18.749885,16.787793,16.826237,16.698976,18.443089,18.461908,18.783334,19.283605,18.208185,19.753062,21.051186,21.160873,22.171814,22.726733,24.505021,24.230514,24.565205,24.628822,25.848744,28.225731,27.637722,29.180904,30.083523,32.307884,32.091609,33.852992,33.247585,34.58065,34.65796,33.629868,34.401393,31.369377,31.3331,30.615618,32.341413,32.111044,32.149397,32.32593,31.292569,32.93253,32.173337,34.316189,31.933025,32.444006,29.74829,30.806728,30.964541,,,,,,
Oman,OMN,-,total,0,0.254107,0.252857,0.259117,0.286808,0.442802,0.712163,1.101529,1.292834,1.555299,1.923831,2.292873,2.566251,3.011589,3.980141,5.109008,6.038372,6.69625,6.876118,7.211141,7.488627,10.997415,14.935643,14.149115,13.430193,13.486056,15.773466,16.111535,16.278459,16.53204,18.740297,21.878783,24.659374,26.458539,27.43059,27.299528,27.474771,36.911439,40.601177,39.694942,42.446091,46.78486,53.676566,60.026195,62.141938,65.147304,69.50989,69.859979,69.727432,74.561165,74.870376,71.469168,77.044573,82.986321,85.552347,88.199283,,,,,,
Pakistan,PAK,-,total,0,18.235835,16.975298,17.107631,18.337785,19.597235,21.536664,20.66498,21.945311,22.941245,24.758344,26.081322,28.186551,31.137792,33.036389,35.372236,39.042468,41.069865,48.746648,52.660233,57.039909,59.921409,61.352334,68.208068,75.03221,77.575993,84.214822,87.242489,90.802843,91.664518,100.553211,100.187421,101.672986,104.14838,108.212036,121.193303,123.611927,133.635957,146.790648,142.084309,144.446534,138.890387,139.788622,143.014373,144.252927,154.371851,164.447088,181.819856,201.72476,189.479803,187.099172,209.985576,218.397552,225.323759,203.880657,197.602315,,,,,,
Panama,PAN,-,total,0,2.490504,2.649828,2.817421,3.164178,3.206457,3.257425,3.250978,3.22329,3.07059,3.360176,3.238577,2.809259,3.142298,3.582874,2.985569,2.802387,2.904802,3.217813,2.478915,2.552322,2.707336,3.172173,3.632617,3.831592,4.073474,4.390607,4.442283,4.680882,5.762195,5.065898,5.360427,6.278963,5.454295,5.610072,5.672851,7.163231,7.555604,7.55108,7.453682,8.832301,9.292831,10.103143,10.619296,10.427883,10.887256,10.388859,10.77885,10.298121,10.074567,13.333638,9.768009,11.047711,11.461906,12.749697,12.407425,,,,,,
Peru,PER,-,total,0,17.295523,15.663185,15.806046,17.164037,17.996284,18.709924,19.026144,18.681712,18.925237,20.008035,20.988494,22.479918,21.941113,18.017895,19.096419,18.450133,19.998129,21.750784,22.035118,19.865744,19.781504,19.177929,19.830145,20.723598,21.660434,24.692687,26.984142,26.976986,26.03628,27.969013,27.567604,25.617929,26.724555,26.10201,30.198015,30.484177,30.912394,33.452784,37.956617,40.907901,44.695378,45.725316,48.489443,49.25729,50.58919,51.986379,56.055446,54.499484,54.924793,57.457673,47.234361,59.643838,63.889429,65.292045,69.497203,,,,,,
Philippines,PHL,-,total,0,25.026415,26.24019,27.035582,30.865556,29.270463,32.494046,32.571615,35.100496,36.073108,36.998217,33.776245,32.064204,32.322946,34.36929,31.025032,30.319797,28.306836,34.508212,36.202675,37.594413,39.492938,39.092369,42.633981,46.37152,49.888344,60.070559,65.549514,73.444557,72.80671,70.612668,71.193526,69.397739,71.8184,72.908924,74.352623,76.233716,68.864644,72.680326,75.224256,76.102292,81.834188,82.454827,85.915574,94.848216,100.925052,110.291477,119.774075,132.347346,138.67302,145.882834,135.038328,144.736504,151.311239,161.479025,173.092363,,,,,,
Palau,PLW,-,total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057361,0.055279,0.053373,0.063906,0.080022,0.08031,0.074274,0.08593,0.096045,0.117281,0.129359,0.124999,0.117318,0.121018,0.108834,0.101481,0.106495,0.095858,0.10286,0.101429,0.124791,0.130751,0.127642,0.120626,0.128584,0.131512,0.120563,0.119794,0.114759,0.119004,0.122468,,,,,,
Papua New Guinea,PNG,-,total,0,1.961583,1.622606,1.562794,1.86566,2.260504,1.81466,1.714844,1.872584,1.808757,1.924637,2.019104,1.97883,1.844691,2.04378,2.13691,2.237944,2.080013,2.189758,2.172938,2.172343,1.995491,2.163752,2.085632,2.244735,2.239445,2.298842,2.443215,2.599427,2.64687,2.634081,2.585831,2.802272,2.822759,2.826074,2.964716,3.100213,3.065027,3.353225,3.544935,4.368751,5.104074,5.88525,5.00537,4.968133,5.953786,6.2827,6.417278,7.032399,7.190473,7.208357,7.798517,7.902211,8.001913,8.352875,8.558038,,,,,,
Poland,POL,-,total,0,306.689803,314.0581,327.82004,342.030804,357.268709,377.954879,404.82879,422.909837,442.773538,447.960506,455.99361,413.996886,420.99794,428.074208,449.358039,460.764241,464.641983,480.605221,469.97879,448.573522,367.534202,364.376022,361.773146,352.199233,344.282463,343.94841,357.370132,349.273032,323.500669,315.53461,304.071817,302.473421,296.406445,303.697077,306.588036,304.548907,318.909584,318.113793,312.57118,301.115132,315.467769,313.016948,303.476959,301.577209,286.507491,289.307656,300.819989,314.676025,314.659608,296.32301,279.678632,306.205244,293.502991,269.708887,259.346886,,,,,,
Puerto Rico,PRI,-,total,0,1.168388,1.181028,1.249386,1.472111,1.370024,1.312398,1.381059,1.50369,1.625385,1.738801,1.647494,1.762259,1.596984,1.590043,1.613731,1.438964,1.721134,1.846373,2.07762,2.352333,3.560277,3.671865,3.572189,3.606141,3.676501,3.749551,3.697848,3.617744,4.081954,4.073248,3.45863,3.702947,3.701001,3.670772,3.63283,3.499594,3.456914,3.504958,3.470437,3.758389,3.864994,2.841261,3.067173,3.072814,3.15868,3.339214,3.321958,3.495499,3.415067,3.44873,3.02203,3.249435,3.391178,3.558526,3.697636,,,,,,
Democratic Peoples Republic of Korea,PRK,-,total,0,67.530116,69.696838,72.263722,73.880448,76.789622,79.888643,85.676299,90.305553,96.649512,104.822814,110.618994,113.841615,119.037562,123.421787,127.744192,131.92769,130.390479,125.56984,129.260612,130.819145,125.476726,119.577484,107.611096,99.767643,91.955519,86.728943,77.519202,68.315238,60.800893,66.55419,71.889238,74.551171,71.434435,72.986481,74.545002,77.747216,79.166983,66.064117,73.101631,70.39303,67.653641,49.717763,48.535079,37.800378,41.514911,32.821219,35.972892,67.419157,60.926569,67.309585,63.499312,53.018654,55.447305,59.809633,60.357178,,,,,,
Portugal,PRT,-,total,0,13.754913,15.379847,15.488021,17.404047,17.760481,19.329214,20.666641,20.431901,21.660896,23.804061,25.968863,27.086719,27.675904,28.424246,27.171289,25.98461,29.389247,29.965223,31.073361,39.666382,40.773261,42.325009,46.509773,45.477298,46.229525,50.261829,48.392541,51.073955,55.448026,62.525893,62.111763,61.924528,65.826795,60.582765,62.008258,65.012159,59.951363,59.899455,55.922989,55.679615,50.068302,49.638344,47.739288,46.04637,45.291165,49.53802,48.512193,52.954545,49.496976,44.844046,39.073765,37.56551,38.265626,34.927078,32.76421,,,,,,
Paraguay,PRY,-,total,0,0.581562,0.604727,0.67134,0.744447,0.733564,0.790095,0.877508,1.241945,1.497269,1.436563,1.453393,1.401606,1.37332,1.342238,1.455703,1.437357,1.575247,1.776486,2.049412,2.063368,2.16622,2.09076,2.454706,2.973072,3.490622,3.883435,3.825272,4.245434,4.46211,4.466053,3.672801,3.799756,3.839229,4.002139,4.016724,3.777838,4.064335,3.845285,4.538592,4.609992,5.129706,5.349427,5.592298,5.58961,5.889413,6.540236,7.350391,8.518317,8.831554,8.576639,7.911798,8.768474,8.002185,8.078906,8.381909,,,,,,
Palestine,PSE,-,total,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577898,0.660498,0.960572,1.157069,1.247313,1.0283,1.183078,1.020492,1.333259,1.57356,1.372248,1.440965,1.919014,2.749616,2.759758,2.835252,2.829175,2.58252,2.874789,2.851187,3.179061,4.182941,4.180135,4.200073,,,,,,
French Polynesia,PYF,-,total,0,0.74525,0.634612,0.59644,0.713188,0.883377,0.688587,0.660033,0.635534,0.635846,0.680702,0.733653,0.702224,0.678191,0.777459,0.857214,0.886659,0.79807,0.837883,0.852617,0.902503,0.77185,0.697908,0.639102,0.645992,0.673579,0.650588,0.675117,0.707877,0.737902,0.742295,0.511539,0.549983,0.559843,0.683221,0.717316,0.776994,0.8057,0.846019,0.819071,0.96209,0.996452,1.306418,0.939103,0.877599,0.898634,0.81406,0.799348,0.896801,0.954954,0.874941,0.867989,0.78497,0.705947,0.738735,0.755557,,,,,,
Qatar,QAT,-,total,0,2.295704,2.511493,2.687,3.755333,3.176103,5.354364,3.762481,4.350821,4.129219,6.737073,7.545136,9.351841,9.974856,10.407173,11.720716,11.728041,12.479167,12.62428,13.184978,13.890659,13.454522,14.985865,15.769102,16.637916,17.446901,18.279102,19.219338,20.886976,22.34626,24.704522,23.354793,24.663973,28.859107,30.364862,33.601666,36.090531,41.909698,47.976788,51.603495,53.044525,60.981902,69.633019,77.255,78.360342,84.954654,88.713639,90.692619,92.509524,91.177017,94.39682,91.367677,93.34177,98.784613,107.341163,113.482658,,,,,,
Reunion,REU,-,total,0,0.854086,0.820332,0.847229,0.850613,0.891075,0.875482,0.830032,0.785316,0.796079,0.917822,0.930942,0.919709,0.736784,0.819601,0.771636,0.776155,0.847402,1.239077,1.199391,1.161088,1.263655,1.170581,1.352207,1.275582,1.468985,1.488604,1.598502,1.666469,1.864892,1.826291,1.504058,1.501159,1.652765,1.729276,1.543488,2.07976,2.148969,2.337533,2.424488,2.354943,2.3895,1.744299,1.893258,1.906112,1.438728,1.429813,1.379107,1.659143,1.328499,1.152464,1.056323,1.162835,1.301546,1.318878,1.340636,,,,,,
Romania,ROU,-,total,0,127.275812,124.884585,129.308871,140.171976,141.050727,153.387252,167.24913,175.588886,189.192358,193.617326,193.471466,192.949672,191.668786,194.16096,190.905325,190.612133,197.824152,206.08946,212.512471,205.052763,178.87814,148.281993,124.112197,121.051164,117.778016,123.088875,126.820246,115.894991,101.623073,86.599234,90.646158,94.195308,97.163549,102.919058,98.744967,96.051369,100.195288,97.986322,96.975399,82.268493,79.06378,85.232393,83.117477,73.481209,72.626863,73.911694,72.331682,75.519337,76.55029,75.163375,70.727455,76.183963,73.878386,68.200963,68.182539,,,,,,
Russia,RUS,-,total,0,1105.334228,1159.862139,1221.377549,1292.680919,1363.162506,1527.398585,1579.324801,1616.502411,1676.096076,1716.026975,1778.154513,1776.345181,1806.283919,1829.694563,1860.463743,1884.041537,1951.107678,2007.401397,2034.003273,2052.73109,2118.56448,2100.544295,1936.365387,1760.568726,1558.957443,1514.173039,1484.702644,1382.391621,1374.542667,1407.192814,1439.58409,1441.678227,1435.007462,1463.628169,1460.75317,1456.029818,1516.096265,1512.193789,1552.719849,1436.81631,1512.062905,1598.350791,1613.026637,1553.989963,1561.754053,1554.006879,1546.803472,1577.308607,1580.997194,1591.161922,1518.536618,1659.940708,1623.919348,1634.634776,1679.427294,,,,,,
Rwanda,RWA,-,total,0,0.058728,0.061457,0.067713,0.070732,0.070732,0.086702,0.117896,0.117768,0.132978,0.133005,0.327909,0.40021,0.410054,0.460972,0.42727,0.436376,0.433178,0.482564,0.551776,0.55274,0.555819,0.500059,0.502646,0.505283,0.466633,0.459991,0.479096,0.501451,0.499814,0.516879,0.684183,0.703512,0.828534,0.718073,0.694984,0.748562,0.752031,0.685414,0.68471,0.701166,0.735527,0.767764,0.854817,0.958396,0.977789,1.093592,1.206611,1.310803,1.441091,1.512374,1.162579,1.433737,1.888911,1.920876,1.935311,,,,,,
Saudi Arabia,SAU,-,total,0,11.754017,13.235524,15.137498,18.328973,21.086113,23.498432,26.978228,35.669082,54.48579,75.604598,101.214003,117.051623,130.987406,140.832692,122.872269,124.188161,125.628502,137.38124,146.738732,147.038409,160.793787,166.614573,182.556164,192.719095,205.000516,204.011677,216.31905,218.004865,232.847434,239.020522,249.006402,254.226268,273.727995,285.270428,302.130941,317.959325,337.458728,356.367608,388.915925,410.430657,448.58847,467.673662,499.49098,508.894226,545.367247,572.554385,566.835903,556.894687,533.062988,534.603439,531.209425,546.304733,575.682138,586.314772,600.710395,,,,,,
Sudan,SDN,-,total,0,2.869316,2.963936,3.169147,4.283795,4.112925,3.047045,3.043923,3.249215,2.919472,2.980661,3.478232,3.367798,3.450207,3.566893,3.126193,3.726819,3.656088,2.791389,4.041623,3.659989,4.871552,4.399758,4.159011,3.617204,4.287959,4.157032,3.940484,4.786349,4.293527,4.628612,5.061567,5.504214,6.826816,7.004766,7.741711,9.07556,11.226977,12.180644,13.194651,13.793048,14.871271,14.638261,15.603722,15.499487,16.224899,18.705053,21.22634,21.491662,21.203707,20.864616,19.363264,21.147324,19.08466,19.09612,19.418681,,,,,,
Senegal,SEN,-,total,0,1.281822,1.266873,1.322588,1.434414,1.531542,1.7471,1.823698,1.934758,1.915618,2.111843,2.198247,2.152306,2.071238,2.109326,2.233302,2.330893,2.223639,2.274707,2.187864,2.296479,2.404415,2.41896,2.670889,2.616443,2.738457,2.900871,3.090258,3.379694,3.793034,4.149938,4.320886,4.751674,4.892318,4.806145,5.636993,5.891607,5.819612,6.382603,6.596495,6.791103,7.215813,7.627273,7.610906,8.19556,8.500942,9.211788,10.058304,10.211657,10.661081,11.336322,11.086556,13.077406,14.547735,14.2365,14.22067,,,,,,
Singapore,SGP,-,total,0,6.370364,6.038553,7.204994,8.101654,8.446224,8.422056,9.10527,10.157973,11.725178,12.642952,12.623834,13.497664,13.972363,15.072708,15.660386,16.548608,16.769907,17.174607,19.622747,20.997778,28.870262,30.371106,31.40031,36.313643,38.129817,37.741254,38.678235,38.531686,37.248465,37.935921,42.186781,42.234438,41.714372,38.899749,40.528365,37.734082,38.089058,39.259624,39.395311,39.769609,43.411692,45.755801,44.816198,45.215963,45.783452,46.823574,46.427869,48.803839,46.590347,46.634721,45.251481,47.252863,48.199312,49.140956,51.818028,,,,,,
Soloman Islands,SLB,-,total,0,0.055265,0.051962,0.056211,0.064991,0.075295,0.065237,0.064288,0.087304,0.081829,0.106335,0.148383,0.142825,0.13755,0.151439,0.153755,0.152844,0.149766,0.163388,0.159134,0.1624,0.137443,0.110273,0.105793,0.110191,0.115426,0.114321,0.131732,0.131969,0.152279,0.155241,0.138789,0.145262,0.146851,0.162337,0.179989,0.194248,0.193509,0.199235,0.201546,0.225016,0.253304,0.312614,0.261559,0.258903,0.271264,0.294637,0.310635,0.325586,0.345928,0.312689,0.34308,0.334524,0.320599,0.33252,0.343377,,,,,,
Sierra Leone,SLE,-,total,0,0.263403,0.274405,0.284776,0.287371,0.294285,0.297898,0.305447,0.298056,0.29264,0.311045,0.329743,0.328729,0.310621,0.317173,0.340731,0.320732,0.315337,0.324341,0.362496,0.349436,0.46244,0.520052,0.485401,0.473527,0.56813,0.526375,0.56698,0.537544,0.511271,0.465038,0.485191,0.521564,0.60985,0.686072,0.685454,0.683839,0.741199,0.760919,0.774609,0.752705,0.813433,0.767741,0.94888,1.177897,1.308253,0.882389,0.949943,1.001073,1.151687,1.249129,1.217444,1.252591,1.331342,1.294605,1.322998,,,,,,
El Salvador,SLV,-,total,0,1.330112,1.424441,1.673293,1.845008,1.900437,2.160303,2.176457,2.277366,2.345135,2.35623,1.965141,1.825329,1.780623,1.800538,1.804072,1.958727,1.934361,2.431973,2.532039,2.488906,2.563291,3.248084,3.451404,4.138095,4.657922,5.154103,4.607406,5.533207,5.887307,5.815271,5.839301,6.094651,6.181321,6.76849,6.696295,6.9226,7.316989,7.709359,6.918719,6.893769,6.679599,6.86399,6.878495,6.464083,6.51244,7.003006,7.053042,6.349691,6.812124,7.836046,6.319648,7.238384,8.189426,9.017343,9.337106,,,,,,
Somalia,SOM,-,total,0,0.262322,0.263309,0.299651,0.323302,0.362173,0.382578,0.417265,0.425398,0.425022,0.472504,0.457428,0.469815,0.40828,0.426094,0.431132,0.430124,0.429023,0.513843,0.584825,0.584983,0.68022,0.867412,0.931952,0.97247,1.026558,1.052556,1.172824,1.397886,1.468264,1.586519,1.62214,1.829654,1.932024,2.082742,2.192901,2.24206,2.382979,2.563859,2.7,2.65864,2.477386,2.380744,2.413315,2.533991,2.544262,2.890045,2.669395,3.070839,3.171471,3.446729,3.374177,3.543972,3.739112,3.758123,3.823324,,,,,,
Saint Pierre and Miquelon,SPM,-,total,0,0.059085,0.066425,0.084037,0.076777,0.064025,0.079924,0.065321,0.06997,0.065372,0.060198,0.057714,0.053535,0.048522,0.04199,0.044747,0.044077,0.044174,0.046759,0.04935,0.051937,0.133222,0.248477,0.247294,0.245448,0.242514,0.237354,0.232678,0.233191,0.22455,0.234338,0.208623,0.193372,0.079952,0.096083,0.098267,0.095128,0.09675,0.09845,0.097412,0.095831,0.09014,0.12043,0.133731,0.139741,0.142558,0.262717,0.262427,0.107151,0.110301,0.111328,0.106339,0.108499,0.113877,0.115472,0.117173,,,,,,
Serbia,SRB,-,total,0,25.978069,25.755321,26.148049,28.578182,30.764622,30.568642,33.980275,36.378539,41.50375,43.949396,42.315726,38.135061,40.284015,42.591832,45.960496,47.907235,50.459954,52.176331,50.116708,49.217107,59.234513,49.743998,47.115974,40.704128,36.943244,42.016066,49.167754,54.837861,53.331328,37.877459,40.73572,43.010756,46.239766,49.31305,53.60387,51.383873,53.702336,54.659951,54.217132,47.830078,47.575661,51.425331,45.86208,46.638294,38.741073,45.491523,46.68872,47.215288,46.071696,46.049246,45.993837,45.81876,46.916714,45.65447,44.687921,,,,,,
South Sudan,SSD,-,total,0,0.405051,0.348706,0.319674,0.37111,0.325492,0.282243,0.205221,0.218328,0.255467,0.254094,0.279925,0.27918,0.319505,0.321979,0.289122,0.343308,0.325661,0.263261,0.392828,0.354929,0.488436,0.410892,0.396244,0.304477,0.380587,0.370986,0.375075,0.43203,0.423399,0.505299,0.172098,0.190727,0.267119,0.309536,0.33745,0.396738,0.496086,0.466873,0.410154,0.281575,0.10358,0.140972,0.466412,0.516073,0.5501,0.94356,0.78583,0.776412,0.811222,0.857563,0.857714,0.829854,0.770235,0.77121,0.784567,,,,,,
